ps,mun,per,prob_mean,ppt_out_mean,altitude_mean,ppt_ago_mean,Expectativa de Vida_mean,Necessidades Humanas Básicas_mean,tmed_out_mean,ppt_jun_mean,ppt_set_mean,tmed_set_mean,Famílias em Situação de Rua_mean
17,171650,2013-2025,0.7777589,177.13999999999993,262.09000000000003,13.72,75.77,76.2609097659748,28.279999999999998,8.590000000000002,64.12,27.800000000000004,1.5432098765432098
17,170550,2013-2025,0.77697116,176.34999999999997,303.17,19.539999999999996,73.85000000000001,78.0710063505103,28.25,20.19,75.22000000000001,27.889999999999993,2.380547751521619
17,170070,2013-2025,0.7702228,171.38999999999993,269.73,6.480000000000002,75.54999999999998,80.17327163233173,27.759999999999998,4.0,47.60000000000001,27.040000000000003,0.8271298593879239
17,170930,2013-2025,0.7537715,185.63999999999993,303.46,15.78,75.35000000000001,73.9926405195947,28.19,13.770000000000001,71.22000000000001,27.759999999999998,3.486677384391819
17,170270,2013-2025,0.74915344,151.20000000000002,530.04,4.1000000000000005,73.23,74.3654538250462,25.970000000000002,5.900000000000001,35.10000000000001,25.199999999999996,0.0
17,170765,2013-2025,0.7476398,173.63999999999993,261.11999999999995,6.849999999999999,74.31999999999996,75.71445555302708,27.860000000000007,4.0,48.019999999999996,27.149999999999995,0.0
17,170700,2013-2025,0.740717,147.75,531.04,4.079999999999999,74.34000000000002,71.10644348566589,26.300000000000004,3.8500000000000005,35.56,25.610000000000007,6.3105935462129
17,170035,2013-2025,0.7306241,181.38999999999993,274.65999999999997,7.010000000000001,73.03999999999999,71.47045728078709,27.970000000000002,5.6899999999999995,51.79999999999999,27.32999999999999,8.56066594173869
17,171550,2013-2025,0.72278297,183.63999999999993,310.81,6.299999999999999,72.86,68.71807544420652,27.930000000000003,6.0,55.830000000000005,27.350000000000005,0.0
17,171200,2013-2025,0.7224093,187.07000000000002,418.90999999999997,10.090000000000002,72.89,66.11421357759251,27.480000000000004,8.120000000000001,61.76,26.970000000000002,0.0
17,171575,2013-2025,0.71855193,154.42000000000002,456.06999999999994,4.079999999999999,74.01,73.53716246942972,26.600000000000005,2.759999999999999,46.04,25.850000000000005,0.0
17,170310,2013-2025,0.7177707,194.98999999999998,363.77000000000004,10.210000000000004,73.99,66.80632050078158,27.81,8.75,64.85000000000001,27.300000000000004,9.467569890555058
17,171420,2013-2025,0.71682227,149.65000000000003,382.58,3.1300000000000003,75.80999999999997,66.6051109814042,27.160000000000007,2.829999999999999,41.07,26.480000000000004,5.942001048658851
17,171845,2013-2025,0.7166305,184.38999999999993,297.08,6.64,73.54999999999998,70.5402560380594,28.040000000000003,6.28,57.34000000000002,27.480000000000004,7.624376735306241
17,172085,2013-2025,0.714572,166.26000000000002,274.38999999999993,6.200000000000001,72.63,75.1322345869812,27.779999999999998,3.9399999999999995,46.47000000000001,27.07999999999999,0.0
17,172065,2013-2025,0.7138232,170.96,338.5,5.579999999999999,73.84000000000002,59.90278402227351,27.589999999999993,5.29,49.02999999999999,26.959999999999997,0.0
17,171840,2013-2025,0.7075271,181.41,283.02,17.06,74.21000000000001,74.5817345987125,28.31,16.13,72.90999999999998,27.910000000000007,0.0
17,171320,2013-2025,0.7044424,192.02,276.59999999999997,10.8,74.16999999999999,71.59800849850879,28.199999999999996,8.89,64.85000000000001,27.69,5.89707297959112
17,170555,2013-2025,0.70081013,155.79,522.4300000000001,4.8500000000000005,73.89,81.01134571630482,25.959999999999997,6.299999999999999,38.87,25.180000000000003,1.3449899125756597
17,170370,2013-2025,0.6945998,180.61999999999995,278.92,6.260000000000001,74.20000000000002,68.6793509236876,27.980000000000004,6.170000000000001,53.230000000000004,27.360000000000007,0.0
