state,cod6,cluster,prob,rank,risk_cat,variable,correlation
ES,320220,0,0.81584495,11,Very High,tmed_set,0.7643471089274247
ES,320280,0,0.81055915,12,Very High,tmed_set,0.7643471089274247
ES,320040,0,0.8022548,13,Very High,tmed_set,0.7643471089274247
ES,320080,0,0.80013853,14,Very High,tmed_set,0.7643471089274247
ES,320530,0,0.94289166,1,Very High,Água e Saneamento,0.7299987772722565
ES,320150,0,0.9210435,2,Very High,Água e Saneamento,0.7299987772722565
ES,320520,0,0.90327704,3,Very High,Água e Saneamento,0.7299987772722565
ES,320120,0,0.87652993,4,Very High,Água e Saneamento,0.7299987772722565
ES,320500,0,0.8722473,5,Very High,Água e Saneamento,0.7299987772722565
ES,320320,0,0.8667827,6,Very High,Água e Saneamento,0.7299987772722565
ES,320240,0,0.86387455,7,Very High,Água e Saneamento,0.7299987772722565
ES,320130,0,0.8399161,8,Very High,Água e Saneamento,0.7299987772722565
ES,320060,0,0.823043,9,Very High,Água e Saneamento,0.7299987772722565
ES,320420,0,0.8194072,10,Very High,Água e Saneamento,0.7299987772722565
ES,320220,0,0.81584495,11,Very High,Água e Saneamento,0.7299987772722565
ES,320280,0,0.81055915,12,Very High,Água e Saneamento,0.7299987772722565
ES,320040,0,0.8022548,13,Very High,Água e Saneamento,0.7299987772722565
ES,320080,0,0.80013853,14,Very High,Água e Saneamento,0.7299987772722565
ES,320530,0,0.94289166,1,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320150,0,0.9210435,2,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320520,0,0.90327704,3,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320120,0,0.87652993,4,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320500,0,0.8722473,5,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320320,0,0.8667827,6,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320240,0,0.86387455,7,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320130,0,0.8399161,8,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320060,0,0.823043,9,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320420,0,0.8194072,10,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320220,0,0.81584495,11,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320280,0,0.81055915,12,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320040,0,0.8022548,13,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320080,0,0.80013853,14,Very High,Índice de Abastecimento de Água,0.6885813198875705
ES,320530,0,0.94289166,1,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320150,0,0.9210435,2,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320520,0,0.90327704,3,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320120,0,0.87652993,4,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320500,0,0.8722473,5,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320320,0,0.8667827,6,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320240,0,0.86387455,7,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320130,0,0.8399161,8,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320060,0,0.823043,9,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320420,0,0.8194072,10,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320220,0,0.81584495,11,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320280,0,0.81055915,12,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320040,0,0.8022548,13,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320080,0,0.80013853,14,Very High,Domicílios com Coleta de Resíduos Adequada,0.6259201157516459
ES,320530,0,0.94289166,1,Very High,ppt_jan,-0.6129903970964415
ES,320150,0,0.9210435,2,Very High,ppt_jan,-0.6129903970964415
ES,320520,0,0.90327704,3,Very High,ppt_jan,-0.6129903970964415
ES,320120,0,0.87652993,4,Very High,ppt_jan,-0.6129903970964415
ES,320500,0,0.8722473,5,Very High,ppt_jan,-0.6129903970964415
ES,320320,0,0.8667827,6,Very High,ppt_jan,-0.6129903970964415
ES,320240,0,0.86387455,7,Very High,ppt_jan,-0.6129903970964415
ES,320130,0,0.8399161,8,Very High,ppt_jan,-0.6129903970964415
ES,320060,0,0.823043,9,Very High,ppt_jan,-0.6129903970964415
ES,320420,0,0.8194072,10,Very High,ppt_jan,-0.6129903970964415
ES,320220,0,0.81584495,11,Very High,ppt_jan,-0.6129903970964415
ES,320280,0,0.81055915,12,Very High,ppt_jan,-0.6129903970964415
ES,320040,0,0.8022548,13,Very High,ppt_jan,-0.6129903970964415
ES,320080,0,0.80013853,14,Very High,ppt_jan,-0.6129903970964415
ES,320530,0,0.94289166,1,Very High,ppt_fev,-0.600336700409654
ES,320150,0,0.9210435,2,Very High,ppt_fev,-0.600336700409654
ES,320520,0,0.90327704,3,Very High,ppt_fev,-0.600336700409654
ES,320120,0,0.87652993,4,Very High,ppt_fev,-0.600336700409654
ES,320500,0,0.8722473,5,Very High,ppt_fev,-0.600336700409654
ES,320320,0,0.8667827,6,Very High,ppt_fev,-0.600336700409654
ES,320240,0,0.86387455,7,Very High,ppt_fev,-0.600336700409654
ES,320130,0,0.8399161,8,Very High,ppt_fev,-0.600336700409654
ES,320060,0,0.823043,9,Very High,ppt_fev,-0.600336700409654
ES,320420,0,0.8194072,10,Very High,ppt_fev,-0.600336700409654
ES,320220,0,0.81584495,11,Very High,ppt_fev,-0.600336700409654
ES,320280,0,0.81055915,12,Very High,ppt_fev,-0.600336700409654
ES,320040,0,0.8022548,13,Very High,ppt_fev,-0.600336700409654
ES,320080,0,0.80013853,14,Very High,ppt_fev,-0.600336700409654
ES,320530,0,0.94289166,1,Very High,ppt_jun,0.5848357884529882
ES,320150,0,0.9210435,2,Very High,ppt_jun,0.5848357884529882
ES,320520,0,0.90327704,3,Very High,ppt_jun,0.5848357884529882
ES,320120,0,0.87652993,4,Very High,ppt_jun,0.5848357884529882
ES,320500,0,0.8722473,5,Very High,ppt_jun,0.5848357884529882
ES,320320,0,0.8667827,6,Very High,ppt_jun,0.5848357884529882
ES,320240,0,0.86387455,7,Very High,ppt_jun,0.5848357884529882
ES,320130,0,0.8399161,8,Very High,ppt_jun,0.5848357884529882
ES,320060,0,0.823043,9,Very High,ppt_jun,0.5848357884529882
ES,320420,0,0.8194072,10,Very High,ppt_jun,0.5848357884529882
ES,320220,0,0.81584495,11,Very High,ppt_jun,0.5848357884529882
ES,320280,0,0.81055915,12,Very High,ppt_jun,0.5848357884529882
ES,320040,0,0.8022548,13,Very High,ppt_jun,0.5848357884529882
ES,320080,0,0.80013853,14,Very High,ppt_jun,0.5848357884529882
ES,320530,0,0.94289166,1,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320150,0,0.9210435,2,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320520,0,0.90327704,3,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320120,0,0.87652993,4,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320500,0,0.8722473,5,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320320,0,0.8667827,6,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320240,0,0.86387455,7,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320130,0,0.8399161,8,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320060,0,0.823043,9,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320420,0,0.8194072,10,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320220,0,0.81584495,11,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320280,0,0.81055915,12,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320040,0,0.8022548,13,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320080,0,0.80013853,14,Very High,Densidade de Telefonia Móvel,0.5256844217762743
ES,320530,0,0.94289166,1,Very High,ppt_nov,-0.5011979187357164
ES,320150,0,0.9210435,2,Very High,ppt_nov,-0.5011979187357164
ES,320520,0,0.90327704,3,Very High,ppt_nov,-0.5011979187357164
ES,320120,0,0.87652993,4,Very High,ppt_nov,-0.5011979187357164
ES,320500,0,0.8722473,5,Very High,ppt_nov,-0.5011979187357164
ES,320320,0,0.8667827,6,Very High,ppt_nov,-0.5011979187357164
ES,320240,0,0.86387455,7,Very High,ppt_nov,-0.5011979187357164
ES,320130,0,0.8399161,8,Very High,ppt_nov,-0.5011979187357164
ES,320060,0,0.823043,9,Very High,ppt_nov,-0.5011979187357164
ES,320420,0,0.8194072,10,Very High,ppt_nov,-0.5011979187357164
ES,320220,0,0.81584495,11,Very High,ppt_nov,-0.5011979187357164
ES,320280,0,0.81055915,12,Very High,ppt_nov,-0.5011979187357164
ES,320040,0,0.8022548,13,Very High,ppt_nov,-0.5011979187357164
ES,320080,0,0.80013853,14,Very High,ppt_nov,-0.5011979187357164
RJ,330455,0,0.9792502,1,Very High,tmed_jan,0.6702402143422559
RJ,330285,0,0.93746495,2,Very High,tmed_jan,0.6702402143422559
RJ,330330,0,0.93245816,3,Very High,tmed_jan,0.6702402143422559
RJ,330350,0,0.9317643,4,Very High,tmed_jan,0.6702402143422559
RJ,330452,0,0.90778625,5,Very High,tmed_jan,0.6702402143422559
RJ,330320,0,0.9038018,6,Very High,tmed_jan,0.6702402143422559
RJ,330240,0,0.89977264,7,Very High,tmed_jan,0.6702402143422559
RJ,330270,0,0.8916397,8,Very High,tmed_jan,0.6702402143422559
RJ,330023,0,0.8890995,9,Very High,tmed_jan,0.6702402143422559
RJ,330170,0,0.87154126,10,Very High,tmed_jan,0.6702402143422559
RJ,330040,0,0.87082523,11,Very High,tmed_jan,0.6702402143422559
RJ,330550,0,0.8697468,12,Very High,tmed_jan,0.6702402143422559
RJ,330630,0,0.8641108,13,Very High,tmed_jan,0.6702402143422559
RJ,330490,0,0.8559674,14,Very High,tmed_jan,0.6702402143422559
RJ,330045,0,0.8500377,15,Very High,tmed_jan,0.6702402143422559
RJ,330100,0,0.8467016,16,Very High,tmed_jan,0.6702402143422559
RJ,330020,0,0.8338248,17,Very High,tmed_jan,0.6702402143422559
RJ,330414,0,0.82813203,18,Very High,tmed_jan,0.6702402143422559
RJ,330600,0,0.82731956,19,Very High,tmed_jan,0.6702402143422559
RJ,330510,0,0.82418865,20,Very High,tmed_jan,0.6702402143422559
RJ,330060,0,0.82299805,21,Very High,tmed_jan,0.6702402143422559
RJ,330220,0,0.8227939,22,Very High,tmed_jan,0.6702402143422559
RJ,330430,0,0.820437,23,Very High,tmed_jan,0.6702402143422559
RJ,330420,0,0.8196652,24,Very High,tmed_jan,0.6702402143422559
RJ,330070,0,0.8131017,25,Very High,tmed_jan,0.6702402143422559
RJ,330190,0,0.80986464,26,Very High,tmed_jan,0.6702402143422559
RJ,330520,0,0.80756027,27,Very High,tmed_jan,0.6702402143422559
RJ,330411,0,0.80648834,28,Very High,tmed_jan,0.6702402143422559
RJ,330455,0,0.9792502,1,Very High,altitude,-0.6689948506168881
RJ,330285,0,0.93746495,2,Very High,altitude,-0.6689948506168881
RJ,330330,0,0.93245816,3,Very High,altitude,-0.6689948506168881
RJ,330350,0,0.9317643,4,Very High,altitude,-0.6689948506168881
RJ,330452,0,0.90778625,5,Very High,altitude,-0.6689948506168881
RJ,330320,0,0.9038018,6,Very High,altitude,-0.6689948506168881
RJ,330240,0,0.89977264,7,Very High,altitude,-0.6689948506168881
RJ,330270,0,0.8916397,8,Very High,altitude,-0.6689948506168881
RJ,330023,0,0.8890995,9,Very High,altitude,-0.6689948506168881
RJ,330170,0,0.87154126,10,Very High,altitude,-0.6689948506168881
RJ,330040,0,0.87082523,11,Very High,altitude,-0.6689948506168881
RJ,330550,0,0.8697468,12,Very High,altitude,-0.6689948506168881
RJ,330630,0,0.8641108,13,Very High,altitude,-0.6689948506168881
RJ,330490,0,0.8559674,14,Very High,altitude,-0.6689948506168881
RJ,330045,0,0.8500377,15,Very High,altitude,-0.6689948506168881
RJ,330100,0,0.8467016,16,Very High,altitude,-0.6689948506168881
RJ,330020,0,0.8338248,17,Very High,altitude,-0.6689948506168881
RJ,330414,0,0.82813203,18,Very High,altitude,-0.6689948506168881
RJ,330600,0,0.82731956,19,Very High,altitude,-0.6689948506168881
RJ,330510,0,0.82418865,20,Very High,altitude,-0.6689948506168881
RJ,330060,0,0.82299805,21,Very High,altitude,-0.6689948506168881
RJ,330220,0,0.8227939,22,Very High,altitude,-0.6689948506168881
RJ,330430,0,0.820437,23,Very High,altitude,-0.6689948506168881
RJ,330420,0,0.8196652,24,Very High,altitude,-0.6689948506168881
RJ,330070,0,0.8131017,25,Very High,altitude,-0.6689948506168881
RJ,330190,0,0.80986464,26,Very High,altitude,-0.6689948506168881
RJ,330520,0,0.80756027,27,Very High,altitude,-0.6689948506168881
RJ,330411,0,0.80648834,28,Very High,altitude,-0.6689948506168881
RJ,330455,0,0.9792502,1,Very High,tmed_fev,0.6624256471924952
RJ,330285,0,0.93746495,2,Very High,tmed_fev,0.6624256471924952
RJ,330330,0,0.93245816,3,Very High,tmed_fev,0.6624256471924952
RJ,330350,0,0.9317643,4,Very High,tmed_fev,0.6624256471924952
RJ,330452,0,0.90778625,5,Very High,tmed_fev,0.6624256471924952
RJ,330320,0,0.9038018,6,Very High,tmed_fev,0.6624256471924952
RJ,330240,0,0.89977264,7,Very High,tmed_fev,0.6624256471924952
RJ,330270,0,0.8916397,8,Very High,tmed_fev,0.6624256471924952
RJ,330023,0,0.8890995,9,Very High,tmed_fev,0.6624256471924952
RJ,330170,0,0.87154126,10,Very High,tmed_fev,0.6624256471924952
RJ,330040,0,0.87082523,11,Very High,tmed_fev,0.6624256471924952
RJ,330550,0,0.8697468,12,Very High,tmed_fev,0.6624256471924952
RJ,330630,0,0.8641108,13,Very High,tmed_fev,0.6624256471924952
RJ,330490,0,0.8559674,14,Very High,tmed_fev,0.6624256471924952
RJ,330045,0,0.8500377,15,Very High,tmed_fev,0.6624256471924952
RJ,330100,0,0.8467016,16,Very High,tmed_fev,0.6624256471924952
RJ,330020,0,0.8338248,17,Very High,tmed_fev,0.6624256471924952
RJ,330414,0,0.82813203,18,Very High,tmed_fev,0.6624256471924952
RJ,330600,0,0.82731956,19,Very High,tmed_fev,0.6624256471924952
RJ,330510,0,0.82418865,20,Very High,tmed_fev,0.6624256471924952
RJ,330060,0,0.82299805,21,Very High,tmed_fev,0.6624256471924952
RJ,330220,0,0.8227939,22,Very High,tmed_fev,0.6624256471924952
RJ,330430,0,0.820437,23,Very High,tmed_fev,0.6624256471924952
RJ,330420,0,0.8196652,24,Very High,tmed_fev,0.6624256471924952
RJ,330070,0,0.8131017,25,Very High,tmed_fev,0.6624256471924952
RJ,330190,0,0.80986464,26,Very High,tmed_fev,0.6624256471924952
RJ,330520,0,0.80756027,27,Very High,tmed_fev,0.6624256471924952
RJ,330411,0,0.80648834,28,Very High,tmed_fev,0.6624256471924952
RJ,330455,0,0.9792502,1,Very High,tmed_nov,0.6620497783664993
RJ,330285,0,0.93746495,2,Very High,tmed_nov,0.6620497783664993
RJ,330330,0,0.93245816,3,Very High,tmed_nov,0.6620497783664993
RJ,330350,0,0.9317643,4,Very High,tmed_nov,0.6620497783664993
RJ,330452,0,0.90778625,5,Very High,tmed_nov,0.6620497783664993
RJ,330320,0,0.9038018,6,Very High,tmed_nov,0.6620497783664993
RJ,330240,0,0.89977264,7,Very High,tmed_nov,0.6620497783664993
RJ,330270,0,0.8916397,8,Very High,tmed_nov,0.6620497783664993
RJ,330023,0,0.8890995,9,Very High,tmed_nov,0.6620497783664993
RJ,330170,0,0.87154126,10,Very High,tmed_nov,0.6620497783664993
RJ,330040,0,0.87082523,11,Very High,tmed_nov,0.6620497783664993
RJ,330550,0,0.8697468,12,Very High,tmed_nov,0.6620497783664993
RJ,330630,0,0.8641108,13,Very High,tmed_nov,0.6620497783664993
RJ,330490,0,0.8559674,14,Very High,tmed_nov,0.6620497783664993
RJ,330045,0,0.8500377,15,Very High,tmed_nov,0.6620497783664993
RJ,330100,0,0.8467016,16,Very High,tmed_nov,0.6620497783664993
RJ,330020,0,0.8338248,17,Very High,tmed_nov,0.6620497783664993
RJ,330414,0,0.82813203,18,Very High,tmed_nov,0.6620497783664993
RJ,330600,0,0.82731956,19,Very High,tmed_nov,0.6620497783664993
RJ,330510,0,0.82418865,20,Very High,tmed_nov,0.6620497783664993
RJ,330060,0,0.82299805,21,Very High,tmed_nov,0.6620497783664993
RJ,330220,0,0.8227939,22,Very High,tmed_nov,0.6620497783664993
RJ,330430,0,0.820437,23,Very High,tmed_nov,0.6620497783664993
RJ,330420,0,0.8196652,24,Very High,tmed_nov,0.6620497783664993
RJ,330070,0,0.8131017,25,Very High,tmed_nov,0.6620497783664993
RJ,330190,0,0.80986464,26,Very High,tmed_nov,0.6620497783664993
RJ,330520,0,0.80756027,27,Very High,tmed_nov,0.6620497783664993
RJ,330411,0,0.80648834,28,Very High,tmed_nov,0.6620497783664993
RJ,330455,0,0.9792502,1,Very High,tmed_ago,0.6499329899134697
RJ,330285,0,0.93746495,2,Very High,tmed_ago,0.6499329899134697
RJ,330330,0,0.93245816,3,Very High,tmed_ago,0.6499329899134697
RJ,330350,0,0.9317643,4,Very High,tmed_ago,0.6499329899134697
RJ,330452,0,0.90778625,5,Very High,tmed_ago,0.6499329899134697
RJ,330320,0,0.9038018,6,Very High,tmed_ago,0.6499329899134697
RJ,330240,0,0.89977264,7,Very High,tmed_ago,0.6499329899134697
RJ,330270,0,0.8916397,8,Very High,tmed_ago,0.6499329899134697
RJ,330023,0,0.8890995,9,Very High,tmed_ago,0.6499329899134697
RJ,330170,0,0.87154126,10,Very High,tmed_ago,0.6499329899134697
RJ,330040,0,0.87082523,11,Very High,tmed_ago,0.6499329899134697
RJ,330550,0,0.8697468,12,Very High,tmed_ago,0.6499329899134697
RJ,330630,0,0.8641108,13,Very High,tmed_ago,0.6499329899134697
RJ,330490,0,0.8559674,14,Very High,tmed_ago,0.6499329899134697
RJ,330045,0,0.8500377,15,Very High,tmed_ago,0.6499329899134697
RJ,330100,0,0.8467016,16,Very High,tmed_ago,0.6499329899134697
RJ,330020,0,0.8338248,17,Very High,tmed_ago,0.6499329899134697
RJ,330414,0,0.82813203,18,Very High,tmed_ago,0.6499329899134697
RJ,330600,0,0.82731956,19,Very High,tmed_ago,0.6499329899134697
RJ,330510,0,0.82418865,20,Very High,tmed_ago,0.6499329899134697
RJ,330060,0,0.82299805,21,Very High,tmed_ago,0.6499329899134697
RJ,330220,0,0.8227939,22,Very High,tmed_ago,0.6499329899134697
RJ,330430,0,0.820437,23,Very High,tmed_ago,0.6499329899134697
RJ,330420,0,0.8196652,24,Very High,tmed_ago,0.6499329899134697
RJ,330070,0,0.8131017,25,Very High,tmed_ago,0.6499329899134697
RJ,330190,0,0.80986464,26,Very High,tmed_ago,0.6499329899134697
RJ,330520,0,0.80756027,27,Very High,tmed_ago,0.6499329899134697
RJ,330411,0,0.80648834,28,Very High,tmed_ago,0.6499329899134697
RJ,330455,0,0.9792502,1,Very High,tmed,0.6493951105713243
RJ,330285,0,0.93746495,2,Very High,tmed,0.6493951105713243
RJ,330330,0,0.93245816,3,Very High,tmed,0.6493951105713243
RJ,330350,0,0.9317643,4,Very High,tmed,0.6493951105713243
RJ,330452,0,0.90778625,5,Very High,tmed,0.6493951105713243
RJ,330320,0,0.9038018,6,Very High,tmed,0.6493951105713243
RJ,330240,0,0.89977264,7,Very High,tmed,0.6493951105713243
RJ,330270,0,0.8916397,8,Very High,tmed,0.6493951105713243
RJ,330023,0,0.8890995,9,Very High,tmed,0.6493951105713243
RJ,330170,0,0.87154126,10,Very High,tmed,0.6493951105713243
RJ,330040,0,0.87082523,11,Very High,tmed,0.6493951105713243
RJ,330550,0,0.8697468,12,Very High,tmed,0.6493951105713243
RJ,330630,0,0.8641108,13,Very High,tmed,0.6493951105713243
RJ,330490,0,0.8559674,14,Very High,tmed,0.6493951105713243
RJ,330045,0,0.8500377,15,Very High,tmed,0.6493951105713243
RJ,330100,0,0.8467016,16,Very High,tmed,0.6493951105713243
RJ,330020,0,0.8338248,17,Very High,tmed,0.6493951105713243
RJ,330414,0,0.82813203,18,Very High,tmed,0.6493951105713243
RJ,330600,0,0.82731956,19,Very High,tmed,0.6493951105713243
RJ,330510,0,0.82418865,20,Very High,tmed,0.6493951105713243
RJ,330060,0,0.82299805,21,Very High,tmed,0.6493951105713243
RJ,330220,0,0.8227939,22,Very High,tmed,0.6493951105713243
RJ,330430,0,0.820437,23,Very High,tmed,0.6493951105713243
RJ,330420,0,0.8196652,24,Very High,tmed,0.6493951105713243
RJ,330070,0,0.8131017,25,Very High,tmed,0.6493951105713243
RJ,330190,0,0.80986464,26,Very High,tmed,0.6493951105713243
RJ,330520,0,0.80756027,27,Very High,tmed,0.6493951105713243
RJ,330411,0,0.80648834,28,Very High,tmed,0.6493951105713243
RJ,330455,0,0.9792502,1,Very High,tmed_mar,0.6489419803133916
RJ,330285,0,0.93746495,2,Very High,tmed_mar,0.6489419803133916
RJ,330330,0,0.93245816,3,Very High,tmed_mar,0.6489419803133916
RJ,330350,0,0.9317643,4,Very High,tmed_mar,0.6489419803133916
RJ,330452,0,0.90778625,5,Very High,tmed_mar,0.6489419803133916
RJ,330320,0,0.9038018,6,Very High,tmed_mar,0.6489419803133916
RJ,330240,0,0.89977264,7,Very High,tmed_mar,0.6489419803133916
RJ,330270,0,0.8916397,8,Very High,tmed_mar,0.6489419803133916
RJ,330023,0,0.8890995,9,Very High,tmed_mar,0.6489419803133916
RJ,330170,0,0.87154126,10,Very High,tmed_mar,0.6489419803133916
RJ,330040,0,0.87082523,11,Very High,tmed_mar,0.6489419803133916
RJ,330550,0,0.8697468,12,Very High,tmed_mar,0.6489419803133916
RJ,330630,0,0.8641108,13,Very High,tmed_mar,0.6489419803133916
RJ,330490,0,0.8559674,14,Very High,tmed_mar,0.6489419803133916
RJ,330045,0,0.8500377,15,Very High,tmed_mar,0.6489419803133916
RJ,330100,0,0.8467016,16,Very High,tmed_mar,0.6489419803133916
RJ,330020,0,0.8338248,17,Very High,tmed_mar,0.6489419803133916
RJ,330414,0,0.82813203,18,Very High,tmed_mar,0.6489419803133916
RJ,330600,0,0.82731956,19,Very High,tmed_mar,0.6489419803133916
RJ,330510,0,0.82418865,20,Very High,tmed_mar,0.6489419803133916
RJ,330060,0,0.82299805,21,Very High,tmed_mar,0.6489419803133916
RJ,330220,0,0.8227939,22,Very High,tmed_mar,0.6489419803133916
RJ,330430,0,0.820437,23,Very High,tmed_mar,0.6489419803133916
RJ,330420,0,0.8196652,24,Very High,tmed_mar,0.6489419803133916
RJ,330070,0,0.8131017,25,Very High,tmed_mar,0.6489419803133916
RJ,330190,0,0.80986464,26,Very High,tmed_mar,0.6489419803133916
RJ,330520,0,0.80756027,27,Very High,tmed_mar,0.6489419803133916
RJ,330411,0,0.80648834,28,Very High,tmed_mar,0.6489419803133916
RJ,330455,0,0.9792502,1,Very High,tmed_set,0.6465882604081988
RJ,330285,0,0.93746495,2,Very High,tmed_set,0.6465882604081988
RJ,330330,0,0.93245816,3,Very High,tmed_set,0.6465882604081988
RJ,330350,0,0.9317643,4,Very High,tmed_set,0.6465882604081988
RJ,330452,0,0.90778625,5,Very High,tmed_set,0.6465882604081988
RJ,330320,0,0.9038018,6,Very High,tmed_set,0.6465882604081988
RJ,330240,0,0.89977264,7,Very High,tmed_set,0.6465882604081988
RJ,330270,0,0.8916397,8,Very High,tmed_set,0.6465882604081988
RJ,330023,0,0.8890995,9,Very High,tmed_set,0.6465882604081988
RJ,330170,0,0.87154126,10,Very High,tmed_set,0.6465882604081988
RJ,330040,0,0.87082523,11,Very High,tmed_set,0.6465882604081988
RJ,330550,0,0.8697468,12,Very High,tmed_set,0.6465882604081988
RJ,330630,0,0.8641108,13,Very High,tmed_set,0.6465882604081988
RJ,330490,0,0.8559674,14,Very High,tmed_set,0.6465882604081988
RJ,330045,0,0.8500377,15,Very High,tmed_set,0.6465882604081988
RJ,330100,0,0.8467016,16,Very High,tmed_set,0.6465882604081988
RJ,330020,0,0.8338248,17,Very High,tmed_set,0.6465882604081988
RJ,330414,0,0.82813203,18,Very High,tmed_set,0.6465882604081988
RJ,330600,0,0.82731956,19,Very High,tmed_set,0.6465882604081988
RJ,330510,0,0.82418865,20,Very High,tmed_set,0.6465882604081988
RJ,330060,0,0.82299805,21,Very High,tmed_set,0.6465882604081988
RJ,330220,0,0.8227939,22,Very High,tmed_set,0.6465882604081988
RJ,330430,0,0.820437,23,Very High,tmed_set,0.6465882604081988
RJ,330420,0,0.8196652,24,Very High,tmed_set,0.6465882604081988
RJ,330070,0,0.8131017,25,Very High,tmed_set,0.6465882604081988
RJ,330190,0,0.80986464,26,Very High,tmed_set,0.6465882604081988
RJ,330520,0,0.80756027,27,Very High,tmed_set,0.6465882604081988
RJ,330411,0,0.80648834,28,Very High,tmed_set,0.6465882604081988
RJ,330455,0,0.9792502,1,Very High,tmed_out,0.6455210427858529
RJ,330285,0,0.93746495,2,Very High,tmed_out,0.6455210427858529
RJ,330330,0,0.93245816,3,Very High,tmed_out,0.6455210427858529
RJ,330350,0,0.9317643,4,Very High,tmed_out,0.6455210427858529
RJ,330452,0,0.90778625,5,Very High,tmed_out,0.6455210427858529
RJ,330320,0,0.9038018,6,Very High,tmed_out,0.6455210427858529
RJ,330240,0,0.89977264,7,Very High,tmed_out,0.6455210427858529
RJ,330270,0,0.8916397,8,Very High,tmed_out,0.6455210427858529
RJ,330023,0,0.8890995,9,Very High,tmed_out,0.6455210427858529
RJ,330170,0,0.87154126,10,Very High,tmed_out,0.6455210427858529
RJ,330040,0,0.87082523,11,Very High,tmed_out,0.6455210427858529
RJ,330550,0,0.8697468,12,Very High,tmed_out,0.6455210427858529
RJ,330630,0,0.8641108,13,Very High,tmed_out,0.6455210427858529
RJ,330490,0,0.8559674,14,Very High,tmed_out,0.6455210427858529
RJ,330045,0,0.8500377,15,Very High,tmed_out,0.6455210427858529
RJ,330100,0,0.8467016,16,Very High,tmed_out,0.6455210427858529
RJ,330020,0,0.8338248,17,Very High,tmed_out,0.6455210427858529
RJ,330414,0,0.82813203,18,Very High,tmed_out,0.6455210427858529
RJ,330600,0,0.82731956,19,Very High,tmed_out,0.6455210427858529
RJ,330510,0,0.82418865,20,Very High,tmed_out,0.6455210427858529
RJ,330060,0,0.82299805,21,Very High,tmed_out,0.6455210427858529
RJ,330220,0,0.8227939,22,Very High,tmed_out,0.6455210427858529
RJ,330430,0,0.820437,23,Very High,tmed_out,0.6455210427858529
RJ,330420,0,0.8196652,24,Very High,tmed_out,0.6455210427858529
RJ,330070,0,0.8131017,25,Very High,tmed_out,0.6455210427858529
RJ,330190,0,0.80986464,26,Very High,tmed_out,0.6455210427858529
RJ,330520,0,0.80756027,27,Very High,tmed_out,0.6455210427858529
RJ,330411,0,0.80648834,28,Very High,tmed_out,0.6455210427858529
RJ,330455,0,0.9792502,1,Very High,tmed_jul,0.6359622979165568
RJ,330285,0,0.93746495,2,Very High,tmed_jul,0.6359622979165568
RJ,330330,0,0.93245816,3,Very High,tmed_jul,0.6359622979165568
RJ,330350,0,0.9317643,4,Very High,tmed_jul,0.6359622979165568
RJ,330452,0,0.90778625,5,Very High,tmed_jul,0.6359622979165568
RJ,330320,0,0.9038018,6,Very High,tmed_jul,0.6359622979165568
